Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames,ID_NAME
HD_161797,5502,55,1.745,0.035,3.99,0.03,0.23,0.1,1.08,0.05,9.93,0.07,119.0,3.4,E,2,1,Gaia,2M,Simbad,266.61469,27.72068,"PLX_4060|ASCC__697588|LSPM_J1746+2743E|USNO-B1.0_1177-00371509|*_mu._Her|*__86_Her|*_mu.01_Her|*_mu._Her_A|2E__3947|ADS_10786_A|AG+27_1677|BD+27__2888|CCDM_J17465+2744A|CSI+27__2888__1|Ci_20_1065|FK5__667|GC_24138|GCRV_10285|GEN#_+1.00161797A|GJ___695_A|GSC_02085-03062|HD_161797|HD_161797A|HIC__86974|HIP__86974|HR__6623|IDS_17425+2747_A|IRAS_17444+2744|IRC_+30312|JP11__2891|LFT_1374|LHS__3326|LTT_15266|N30_3954|NLTT_45435|PMC_90-93___473|PPM_106324|ROT__2489|SAO__85397|SKY#_32126|SPOCS__764|SRS__30667|TD1_20993|TYC_2085-3062-1|UBV___15136|USNO_873|YZ__27__8419|Zkh_264|uvby98_100161797_A|2MASS_J17462752+2743142|1E_1744.4+2744|1RXS_J174627.3+274322|2E_1744.5+2744|WDS_J17465+2743Aa,Ab|WDS_J17465+2743A|**_TRN____2|**_STF_2220A|**_ABT___14A|PMSC_17425+2747A|WEB_14673|Gaia_DR2_4594497769763697792",Gaia_DR2_4594497769763697792
HD_164259,6454,113,1.961,0.071,4.01,0.04,-0.03,0.1,1.43,0.07,9.4,0.08,43.1,4.6,E,2,0,Gaia,2M,Simbad,270.12088,-3.69027,PLX_4109|*_zet_Ser|*__57_Ser|BD-03__4217|GC_24503|GCRV_10438|GEN#_+1.00164259|GJ___699.2|GJ__9611|GSC_05100-00600|HD_164259|HIC__88175|HIP__88175|HR__6710|IRAS_17578-0341|JP11__2917|PPM_201297|ROT__2518|SAO_142025|SKY#_32662|TD1_21396|TYC_5100-600-1|UBV___15298|UBV_M__22536|YZ__93__6033|uvby98_100164259|PLX_4109.00|1RXS_J180028.9-034123|2MASS_J18002899-0341250|WEB_14898|Gaia_DR2_4177224620176470912,Gaia_DR2_4177224620176470912
HD_166,5327,39,0.917,0.009000000000000001,4.45,0.03,0.08,0.1,0.87,0.04,10.05,0.13,72.6,6.1,E,1,1,Gaia,2M,Simbad,1.65327,29.0215,2MASS_J00063674+2901175|LSPM_J0006+2901|TYC_1735-927-1|ASCC__647404|USNO-B1.0_1190-00001748|PLX____9|2E____15|V*_V439_And|GSC_01735-00927|GSC_01735-02532|1E_0004.0+2844|2E_0004.0+2844|ADS____69_A|AG+28____4|BD+28__4704|CCDM_J00065+2900A|CSI+28__4704__1|Ci_20____9|EUVE_J0006+29.0|GC____95|GCRV____51|GEN#_+1.00000166|GJ_____5|HD____166|HIC____544|HIP____544|HR_____8|IDS_00014+2829_A|IRAS_00040+2844|LTT_10023|N30___12|NLTT___235|NSV____33|PPM__89410|RBS____15|SAO__73743|SKY#___200|SPOCS____4|UBV______29|UBV_M___7136|USNO-A2.0_1125-00043457|YZ__28_____3|[B10]_____6|uvby98_100000166|PLX____9.00|1ES_0004+28.7|1RXS_J000636.8+290112|RX_J0006.6+2901|[ZEH2003]_RX_J0006.6+2901__1|WDS_J00066+2901A|**_ENG____1A|**_STT__549A|WISEA_J000637.12+290115.4|WISE_J000637.09+290115.4|Gaia_DR1_2860924685628241024|WEB____97|Gaia_DR2_2860924621205256704,Gaia_DR2_2860924621205256704
HD_16765,6356,46,1.208,0.029,4.35,0.04,-0.15,0.1,1.17,0.06,9.32,0.25,46.2,5.7,E,2,0,Gaia,2M,Simbad,40.30832,-0.6956600000000001,2MASS_J02411398-0041442|GC__3235|PLX__543|*__84_Cet|ADS__2046_AB|AG-00__288|BD-01___377|CCDM_J02412-0042AB|CSV_102388|GCRV__1515|GEN#_+1.00016765J|HD__16765|HIC__12530|HIP__12530|HR___790|IDS_02361-0107|LTT__1311|NSV___893|PPM_175164|RBS___342|SAO_130055|SKY#__4018|TD1__1589|UBV____2679|YPAC_299|YZ__90___549|[CR2000b]__9635|[R97]_NGC__1068_16|uvby98_100016765_ABV|RX_J0241.2-0041|1ES_0238-00.9|1RXS_J024113.9-004146|2EUVE_J0241-00.6|EUVE_J0241-00.6|WDS_J02412-0042AB|**_STF__295|IRAS_02386-0054|AKARI-IRC-V1_J0241140-004145|WISEA_J024114.12-004145.2|WEB__2561,HD__16765
HD_168151,6221,39,1.758,0.022,4.03,0.04,-0.28,0.1,1.19,0.1,9.6,0.11,42.6,5.0,E,2,1,Gaia,2M,Simbad,273.47431,64.39729,PLX_4200|SPOCS_2972|LSPM_J1813+6423|TYC_4209-2018-1|ASCC__136686|2MASS_J18135382+6423502|USNO-B1.0_1543-00209873|*__36_Dra|2E__4048|2RE_J181353+642408|2RE_J1813+642|AG+64__856|BD+64__1252|FK5__685|GC_24916|GCRV_10727|GEN#_+1.00168151|GJ___708.1|GJ__9619|HD_168151|HIC__89348|HIP__89348|HR__6850|LTT_15404|N30_4052|NLTT_46187|PMC_90-93___489|PPM__20819|RE_J1813+642|RE_J181354+642417|ROT__2585|SAO__17828|SKY#_33189|TD1_22119|UBV___15577|UBV_M__22827|[FS2003]_0960|uvby98_100168151|PLX_4200.00|1RXS_J181353.7+642348|2E_1813.7+6423|RX_J1813.8+6423|IRAS_18136+6422|AKARI-IRC-V1_J1813543+642350|[GHM2003]_4810|WEB_15194|Gaia_DR2_2161275788716592256,Gaia_DR2_2161275788716592256
HD_16895,6153,25,1.319,0.011,4.26,0.02,0.0,0.1,1.16,0.05,9.59,0.09,89.0,4.1,E,2,1,Gaia,2M,Simbad,41.04995,49.22845,2MASS_J02441197+4913423|PLX__549|ASCC__308753|USNO-B1.0_1392-00066611|*_tet_Per|*__13_Per|ADS__2081_A|AG+49__316|BD+48___746|CCDM_J02441+4913A|CSI+48___746__1|FK5___93|GC__3277|GCRV__1537|GEN#_+1.00016895J|GJ___107_A|HD__16895|HIC__12777|HIP__12777|HR___799|IDS_02374+4848_A|IRC_+50072|JP11___687|LTT_10894|N30__554|NLTT__8789|NSV___902|PMC_90-93____67|PPM__45428|ROT___367|SAO__38288|SKY#__4109|SPOCS__138|TD1__1607|UBV____2700|UBV_M___9113|[HFE83]__168|LSPM_J0244+4913E|WDS_J02442+4914A|TYC_3304-2737-1|**_STF__296A|WEB__2597|Gaia_DR2_438829629113960704,Gaia_DR2_438829629113960704
HD_173667,6296,19,2.064,0.017,3.96,0.01,-0.03,0.1,1.43,0.04,9.44,0.03,52.4,4.2,E,2,1,Gaia,2M,Simbad,281.41552,20.54631,PLX_4328|LSPM_J1845+2032|TYC_1591-1918-1|ASCC__798000|USNO-B1.0_1105-00350863|*_110_Her|2E__4128|ADS_11658_A|AG+20_1960|BD+20__3926|CCDM_J18457+2033A|CSI+20__3926__1|FK5__703|GC_25698|GCRV_11212|GEN#_+1.00173667A|GJ__9635|GJ___725.2|HD_173667|HIC__92043|HIP__92043|HR__7061|IDS_18414+2027_A|IRC_+20372|JP11__3018|LTT_15529|N30_4163|NLTT_46972|NSV_11323|PPM_107791|ROT__2661|SAO__86406|SKY#_34469|SPOCS__813|SRS__30703|TD1_23156|UBV___15962|UBV_M__23208|YZ__20__6641|[HFE83]_1233|uvby98_100173667_A|2MASS_J18453972+2032466|PLX_4328.00|1RXS_J184540.1+203242|2E_1843.5+2029|2EUVE_J1845+20.5|EUVE_J1845+20.5|WDS_J18457+2033A|AKARI-IRC-V1_J1845397+203244|IRAS_18435+2029|WEB_15864|Gaia_DR2_4530744134230193280,Gaia_DR2_4530744134230193280
HD_173701,5297,53,0.952,0.021,4.43,0.04,0.24,0.1,0.88,0.05,10.06,0.18,36.8,7.5,E,1,2,Gaia,2M,Simbad,281.14633,43.83327,PLX_4329|SPOCS_2146|AG+43_1559|BD+43__3058|Ci_18_2455|GEN#_+1.00173701|GJ___725.1|GSC_03130-00722|HD_173701|HIC__91949|HIP__91949|PPM__57445|SAO__47755|SKY#_34420|SPOCS__812|TYC_3130-722-1|UBV_M__23212|2MASS_J18443514+4349599|PLX_4329.00|KIC_8006161|GJ__9634|Gaia_DR1_2117278998434010240|Gaia_DR2_2117279002732678656,Gaia_DR2_2117279002732678656
HD_173739,3407,15,0.35600000000000004,0.004,4.9,0.01,-0.49,0.1,0.36,0.01,9.83,0.48,283.5,8.9,E,1,1,Gaia,2M,Simbad,280.6946,59.63038,Karmn_J18427+596N|PLX_4330|LSPM_J1842+5937N|ASCC__201775|USNO-B1.0_1496-00255595|8pc_280.28A|ADS_11632_A|AG+59_1185|BD+59__1915A|CCDM_J18428+5937A|CSI+59__1915__1|Ci_20_1105|Ci_18_2456|DO_36465|G_227-46|G_229-13|GC_25648|GCRV_11183|GEN#_+1.00173739A|GJ___725_A|HD_173739|HIC__91768|HIP__91768|JP11__3019|LFT_1431|LHS____58|LTT_15522|NLTT_46947|NSV_11288|PPM__36785|SAO__31128|UBV___15969|UBV_M__23214|YZ__59__9945|Zkh_280|[RHG95]__2945|2MASS_J18424666+5937499|WDS_J18428+5938A|TYC_3930-1791-1|**_STF_2398A|**_LDS_1466A|WISE_J184244.93+593807.9|WISEA_J184244.96+593805.4|PM_J18427+5937N|UCAC4_749-054798|Gaia_DR1_2154877657540108928|WEB_15792|Gaia_DR2_2154880616773521408,Gaia_DR2_2154880616773521408
HD_173740,3104,28,0.32299999999999995,0.006,4.92,0.01,-0.36,0.1,0.3,0.01,10.01,0.36,286.4,9.7,E,1,1,Gaia,2M,Simbad,280.6954,59.62688000000001,Karmn_J18427+596S|ASCC__201777|USNO-B1.0_1496-00255603|8pc_284.48B|ADS_11632_B|AG+59_1186|BD+59__1915B|CCDM_J18428+5937B|CSI+59__1915__2|Ci_20_1106|G_227-47|G_229-14|GC_25649|GCRV_11184|GJ___725_B|HD_173740|HIC__91772|HIP__91772|IDS_18415+5931_B|JP11__3021|LFT_1432|LHS____59|LTT_15523|NLTT_46948|PPM__36786|SAO__31129|UBV___15970|UBV_M__23216|YZ__59__9947|Zkh_281|[RHG95]__2946|2MASS_J18424688+5937374|LSPM_J1842+5937S|WDS_J18428+5938B|TYC_3930-1791-2|**_LDS_1466B|**_STF_2398B|WISE_J184245.01+593755.9|UCAC4_749-054799|PM_J18427+5937S|Gaia_DR1_2154877657540105216|WEB_15793|Gaia_DR2_2154880616772528384,Gaia_DR2_2154880616772528384
HD_181420,6283,106,1.73,0.084,4.09,0.06,-0.03,0.1,1.31,0.09,9.5,0.12,20.0,6.5,E,1,0,Gaia,2M,Simbad,290.1128,-1.30976,AG-01_2349|BD-01__3715|GC_26668|GSC_05130-02812|HD_181420|HIC__95055|HIP__95055|PPM_180628|SAO_143285|SKY#_35938|TD1_24438|TYC_5130-2812-1|YZ__91__4848|uvby98_100181420|2MASS_J19202706-0118351|CoRoT_8652|Gaia_DR1_4262872311071685120|GEN#_+1.00181420|Gaia_DR2_4262872315389630336,Gaia_DR2_4262872315389630336
HD_182572,5643,84,1.379,0.042,4.19,0.05,0.34,0.1,1.06,0.09,9.92,0.17,66.0,5.2,E,2,1,Gaia,2M,Simbad,291.2425,11.94441,PLX_4541|LSPM_J1924+1156|ASCC__976604|USNO-B1.0_1019-00522349|*__31_Aql|*_b_Aql|AG+11_2263|BD+11__3833|CCDM_J19249+1157A|CSI+11__3833__1|CSV_101833|Ci_20_1152|FK5_1503|GC_26809|GCRV_11861|GEN#_+1.00182572|GJ___759|HD_182572|HIC__95447|HIP__95447|HR__7373|IDS_19202+1143_A|IRAS_19226+1150|LFT_1477|LHS__3463|LTT_15668|N30_4300|NLTT_47763|NSV_11994|PM_19226+1150|PMC_90-93__1065|PPM_136256|ROT__2792|SAO_104807|SKY#_36130|SPOCS__840|SRS__31503|TD1_24621|TYC_1063-519-1|UBV_M__23748|UBV___16443|YZ__11__7220|[B10]__4950|[GS83]__99|2MASS_J19245822+1156401|PLX_4541.00|WDS_J19250+1157A|WEB_16687|Gaia_DR2_4315804351350378496,Gaia_DR2_4315804351350378496
HD_182736,5239,37,2.7030000000000003,0.071,3.57,0.08,-0.06,0.1,0.97,0.17,10.02,0.22,17.2,7.0,E,1,2,Gaia,2M,Simbad,291.01408,44.93354,SPOCS_2291|SPOCS_3060|AG+44_1602|BD+44__3122|GC_26804|GSC_03146-00085|HD_182736|HIC__95362|HIP__95362|ILF1+44_294|IRAS_19225+4450|PPM__58266|SAO__48403|SKY#_36091|TYC_3146-85-1|uvby98_100182736|2MASS_J19240337+4456005|KIC_8751420|Gaia_DR1_2126261699199135232|GEN#_+1.00182736|Gaia_DR2_2126261703496964096,Gaia_DR2_2126261703496964096
HD_185144,5246,26,0.778,0.008,4.58,0.03,-0.19,0.1,0.84,0.05,9.51,0.43,173.6,4.7,E,1,1,Gaia,2M,Simbad,293.08996,69.66118,PLX_4607|LSPM_J1932+6939|ASCC___91811|2MASS_J19322153+6939413|USNO-B1.0_1596-00153676|*_sig_Dra|*__61_Dra|2E__4267|8pc_173.41|AG+69__821|BD+69__1053|CCDM_J19322+6941A|CSI+69__1053__1|CSV_101868|Ci_20_1161|GAT_1255|GC_27050|GCRV_11981|GEN#_+1.00185144|GJ___764|GSC_04448-00084|HD_185144|HIC__96100|HIP__96100|HR__7462|IDS_19325+6929_A|IRAS_19325+6933|IRC_+70158|JP11__3122|LFT_1486|LHS___477|LTT_15713|NLTT_47961|NSV_12176|PPM__21580|RAFGL_5397S|ROT__2825|SAO__18396|SKY#_36421|SPOCS__846|TD1_25077|TYC_4448-2481-1|UBV_M__23958|UBV___16650|USNO_888|Zkh_294|[B10]__5009|uvby98_100185144|PLX_4607.00|1ES_1932+69.5|1RXS_J193220.4+693958|2E_1932.5+6933|EUVE_J1932+69.6|WDS_J19324+6940A|WISEA_J193222.79+693922.3|NAME_Alsafi|Gaia_DR1_2261614294993061120|WEB_16831|Gaia_DR2_2261614264930275072,Gaia_DR2_2261614264930275072
HD_186408,5760,57,1.255,0.026,4.25,0.03,0.05,0.1,1.02,0.05,9.92,0.1,47.0,6.0,E,1,1,Gaia,2M,Simbad,295.45397,50.52506,"PLX_4634|TYC_3565-1524-1|ASCC__271116|2MASS_J19414896+5031305|USNO-B1.0_1405-00322518|*__16_Cyg_A|ADS_12815_A|AG+50_1407|BD+50__2847|CCDM_J19418+5031A|GC_27284|GCRV_12083|GEN#_+1.00186408|GJ___765.1_A|HD_186408|HIC__96895|HIP__96895|HR__7503|IDS_19392+5017_A|JP11__3128|LTT_15750|NLTT_48136|PPM__37671|ROT__2839|SAO__31898|SKY#_36804|SPOCS__854|UBV___16779|UBV_M__24079|USNO_889|YZ__50__6149|uvby98_100186408|LSPM_J1941+5031W|AKARI-IRC-V1_J1941488+503129|WDS_J19418+5032Aa,Ab|WDS_J19418+5032A|KIC_12069424|**_STF_4046A|**_TRN____4|*__16_Cyg_C|Gaia_DR1_2135550751385079552|WEB_17003|Gaia_DR2_2135550755683405952",Gaia_DR2_2135550755683405952
HD_186427,5678,66,1.169,0.027000000000000003,4.3,0.04,0.04,0.1,0.97,0.05,9.97,0.11,47.1,6.2,E,1,1,Gaia,2M,Simbad,295.46655,50.51752000000001,TYC_3565-1525-1|ASCC__271120|2MASS_J19415198+5031032|USNO-B1.0_1405-00322540|*__16_Cyg_B|ADS_12815_B|AG+50_1408|BD+50__2848|CCDM_J19418+5031B|GC_27285|GCRV_12084|GEN#_+1.00186427|GJ___765.1_B|HD_186427|HIC__96901|HIP__96901|HR__7504|IDS_19392+5017_B|LTT_15751|NLTT_48138|PPM__37673|ROT__2840|SAO__31899|SKY#_36807|SPOCS__855|UBV___16780|UBV_M__24082|USNO_890|YZ__50__6150|Gaia_DR2_2135550755683407232|LSPM_J1941+5031E|WDS_J19418+5032B|AKARI-IRC-V1_J1941518+503102|KIC_12069449|**_STF_4046B|WISEA_J194151.82+503102.2|Gaia_DR1_2135550854464294784|WEB_17005,Gaia_DR2_2135550755683407232
HD_187637,6155,85,1.306,0.047,4.27,0.06,-0.09,0.1,1.13,0.07,9.61,0.17,19.1,7.5,E,1,3,Gaia,2M,Simbad,297.32558,41.58246,SPOCS_2425|SPOCS_3116|LSPM_J1949+4134|TYC_3144-698-1|ASCC__428595|USNO-B1.0_1315-00357726|AG+41_1784|AGKR_17710|BD+41__3498|HD_187637|HIC__97527|HIP__97527|LTT_15789|NLTT_48294|PMC_90-93__4352|PPM__58893|SAO__48869|TD1_25534|uvby98_100187637|2MASS_J19491812+4134572|KIC_6225718|WISEA_J194918.23+413455.0|Gaia_DR1_2076894383025836800|GEN#_+1.00187637|Gaia_DR2_2076894387328378240,Gaia_DR2_2076894387328378240
HD_188512,4920,102,3.21,0.133,3.39,0.09,-0.14,0.1,0.92,0.15,10.11,0.17,73.0,3.7,E,2,1,Gaia,2M,Simbad,298.8283,6.40676,PLX_4705|LSPM_J1955+0624|TYC__493-3355-1|ASCC_1075789|USNO-B1.0_0964-00506982|*__60_Aql|*_bet_Aql|ADS_13110_A|AG+06_2617|BD+06__4357|CCDM_J19553+0625A|CSI+06__4357__1|CSV_101909|Ci_20_1173|EIC___799|FK5__749|GC_27587|GCRV_12266|GEN#_+1.00188512J|GJ___771_A|HD_188512|HIC__98036|HIP__98036|HR__7602|IDS_19504+0609_A|IRAS_19528+0616|IRC_+10444|JP11__3155|LTT_15822|N30_4405|NAME_Alshain|NLTT_48429|NSV_12557|PMC_90-93___532|PPM_168947|RAFGL_5442S|ROT__2879|SAO_125235|SKY#_37325|SPOCS__864|TD1_25691|UBV_M__24287|UBV___16978|YZ___6__9667|[B10]__5093|[HFE83]_1326|2MASS_J19551878+0624238|1RXS_J195518.8+062440|WDS_J19553+0624A|uvby98_100188512|**_STT__532A|WEB_17267|Gaia_DR2_4296708789289486080,Gaia_DR2_4296708789289486080
HD_190360,5461,75,1.2,0.033,4.26,0.04,0.21,0.1,0.94,0.05,10.11,0.09,62.4,5.7,E,1,1,Gaia,2M,Simbad,300.90586,29.8968,PLX_4759|LSPM_J2003+2953|ASCC__717025|2MASS_J20033732+2953493|USNO-B1.0_1198-00471019|AG+29_2228|BD+29__3872|CSI+29__3872__1|Ci_20_1184|GC_27820|GCRV_12413|GEN#_+1.00190360A|GJ__9683|GJ___777_A|HD_190360|HIC__98767|HIP__98767|HR__7670|IRAS_20016+2945|LFT_1515|LHS__3510|LTT_15867|N30_4432|NLTT_48652|PPM_110318|SAO__88133|SKY#_37666|SPOCS__870|TD1_25972|TYC_2153-2883-1|UBV___17156|UBV_M__24455|YZ__29_10780|uvby98_100190360_A|WDS_J20036+2954A|PLX_4759.00|LAL_38380|CCDM_J20036+2954A|**_LDS_6339A|WISEA_J200337.97+295343.4|Gaia_DR2_2029433521248546304|Gaia_DR1_2029433516936897152|WEB_17497,Gaia_DR2_2029433521248546304
HD_190406,5763,49,1.115,0.021,4.34,0.03,0.03,0.1,1.0,0.04,9.87,0.11,58.0,5.8,E,1,1,Gaia,2M,Simbad,301.02594,17.07016,"PLX_4760|LSPM_J2004+1704|ASCC__895171|2MASS_J20040620+1704125|USNO-B1.0_1070-00586218|*__15_Sge|2EUVE_J2003+17.0|AG+16_2103|BD+16__4121|CCDM_J20040+1705A|CSI+16__4121__1|Ci_20_1185|EUVE_J2003+17.0|GC_27835|GCRV_12424|GEN#_+1.00190406J|GJ___779|HD_190406|HIC__98819|HIP__98819|HR__7672|IDS_19596+1648_A|LFT_1517|LHS__3515|LTT_15872|NLTT_48662|NSV_12757|PM_20018+1656|PPM_137550|ROT__2903|SAO_105635|SKY#_37693|SPOCS__872|TYC_1621-1499-1|UBV___17164|UBV_M__24461|Wolf__866|PLX_4760.00|1E_2001.8+1656|WDS_J20041+1704A|WDS_J20041+1704Aa,Ab|**_LIM____3|AKARI-IRC-V1_J2004060+170410|IRAS_20018+1655|WISEA_J200405.93+170407.8|Gaia_DR1_1821708351374312064|WEB_17517|Gaia_DR2_1821708351374312064",Gaia_DR2_1821708351374312064
HD_19373,5832,33,1.415,0.015,4.17,0.02,0.08,0.1,1.07,0.05,9.88,0.09,94.9,4.0,E,2,1,Gaia,2M,Simbad,47.26675,49.61328,PLX__647|LSPM_J0309+4936|ASCC__310426|2MASS_J03090387+4936479|USNO-B1.0_1396-00079856|*_iot_Per|2E___726|AG+49__366|BD+49___857|CCDM_J03091+4936A|CSI+49___857__1|Ci_20__208|FK5__112|GC__3740|GCRV__1734|GEN#_+5.20200044|GJ___124|HD__19373|HIC__14632|HIP__14632|HR___937|IDS_03018+4914_A|IRC_+50086|JP11__4560|Koenig__3|LFT__256|LHS___166|LTT_11020|N30__638|NLTT__9973|PM_03054+4925|PMC_90-93____81|PPM__45875|ROT___418|SAO__38597|SKY#__4707|SPOCS__153|TD1__1908|TYC_3318-1840-1|UBV____3013|UBV_M__40907|UBV_M___9338|uvby98_520200044|Cl_Melotte___20____44|PLX__647.00|1E_0305.5+4924|2E_0305.5+4925|EUVE_J0309+49.6|WDS_J03091+4937A|WISEA_J030905.34+493646.9|IRAS_03055+4925|AKARI-IRC-V1_J0309050+493647|WEB__2842|Gaia_DR2_436648129326142336,Gaia_DR2_436648129326142336
HD_195564,5421,118,1.867,0.083,3.91,0.07,0.06,0.1,1.03,0.11,9.98,0.15,41.3,5.7,E,2,1,Gaia,2M,Simbad,308.09873,-9.85338,PLX_4880|FK5_1536|BD-10__5423|CSI-10__5423__1|GC_28563|GCRV_12831|GEN#_+1.00195564J|HD_195564|HIC_101345|HIP_101345|HR__7845|IDS_20269-1012|N30_4533|PMC_90-93__1086|PPM_204158|SACS_448|SAO_163665|SKY#_38874|SPOCS__896|TD1_26861|UBV___17798|UBV_M__24928|YZC_11__7255|[B10]__5263|[HFE83]_1372|2MASS_J20322369-0951120|AKARI-IRC-V1_J2032238-095110|IRAS_20296-1001|uvby98_100195564|ADS_13960_A|LTT__8127|NLTT_49411|CCDM_J20324-0952A|TYC_5758-2542-1|WDS_J20324-0951A|CSI-10__5423__3|**_BU__668A|GJ___792.1_A|WEB_18309|Gaia_DR2_6904703228801028864,Gaia_DR2_6904703228801028864
HD_199305,3692,22,0.547,0.006999999999999999,4.72,0.01,-0.21,0.1,0.54,0.01,10.09,0.21,142.2,8.6,E,1,1,Gaia,2M,Simbad,313.33245,62.15439,8pc_141.95|PLX_5012|LSPM_J2053+6209|TYC_4251-655-1|ASCC__143946|AG+61_1227|BD+61__2068|CCDM_J20532+6210A|CSI+61__2068__1|Ci_18_2707|Ci_20_1238|DO_38993|G_231-19|G_262-30|GCRV_13127|GEN#_+1.00199305|HD_199305|HIC_103096|HIP_103096|IDS_20513+6148_A|IRAS_20522+6158A|JP11__3294|LFT_1580|LHS__3595|LTT_16113|MCC_199|NLTT_50124|PPM__22451|UBV___18110|UBV_M__25276|VVO_109|Zkh_314|[HFE83]_1402|[RHG95]__3263|2MASS_J20531977+6209156|USNO-B1.0_1521-00338444|PLX_5012.00|1RXS_J205319.0+620928|WDS_J20533+6209A|GJ___809|**_BUP__219A|WISEA_J205319.80+620907.8|UCAC4_761-057971|PM_J20533+6209|Gaia_DR1_2195886967353517312|WEB_18720|Gaia_DR2_2195886971653527168,Gaia_DR2_2195886971653527168
HD_19994,5916,98,1.93,0.067,3.99,0.05,0.17,0.1,1.3,0.1,9.62,0.11,44.7,5.1,E,2,1,Gaia,2M,Simbad,48.19349,-1.1961,PLX__663|*__94_Cet|AG-01__300|BD-01___457|CSI-01___457__1|FK5__116|GC__3838|GCRV__1775|GJ___128|HD__19994|HIC__14954|HIP__14954|HR___962|LTT__1515|N30__656|NLTT_10224|PMC_90-93____84|PPM_175267|ROT___431|SAO_130355|SKY#__4813|SPOCS__155|TD1__1984|UBV____3104|YZ__91___684|YZ___0__3372|CCDM_J03128-0112A|ADS__2406_A|WDS_J03128-0112A|**_HJ__663A|GEN#_+1.00019994|IDS_03077-0134_A|Gaia_DR2_3265335443260522112|ADS__2406|TYC_4708-1423-1|IRAS_03102-0122|AKARI-IRC-V1_J0312465-011146|CSI-01___457__3|[RHG95]___572|UCAC3_178-9414|UCAC4_445-004277|2MASS_J03124644-0111458|CSI-01___457__2|WISEA_J031246.58-011146.4|uvby98_100019994|WEB__2887,Gaia_DR2_3265335443260522112
HD_201091,4361,17,0.6609999999999999,0.005,4.63,0.02,-0.19,0.1,0.68,0.03,9.9,0.46,287.1,5.2,E,2,0,Gaia,2M,Simbad,316.7248,38.74944,Karmn_J21068+387|PPM__86045|PLX_5077|LSPM_J2106+3844N|ASCC__531487|2MASS_J21065341+3844529|USNO-B1.0_1287-00443357|*__61_Cyg_A|2RE_J210651+384359|2RE_J2106+384|8pc_287.13A|ADS_14636_A|AG+38_2138|BD+38__4343|CCDM_J21069+3844A|CSI+38__4343__1|Ci_20_1259|GC_29509|GCRV_13272|GEN#_+1.00201091A|GJ___820_A|HD_201091|HIC_104214|HIP_104214|HR__8085|IRC_+40469|JP11__3309|LFT_1604|LHS____62|LTT_16179|NLTT_50559|NSV_13543|ROT__3077|SAO__70919|SKY#_40143|UBV___18285|USNO_900|V*_V1803_Cyg|Zkh_315|[B10]__5433|[GKL99]_398|[RHG95]__3300|1E_2104.8+3831|2EUVE_J2106+38.7|EUVE_J2106+38.7|RX_J2106.8+3844|WDS_J21069+3845A|TYC_3168-2800-1|WEB_18980|Gaia_DR2_1872046574983507456,Gaia_DR2_1872046574983507456
HD_201092,3932,25,0.601,0.006999999999999999,4.67,0.01,-0.29,0.1,0.6,0.01,10.09,0.21,285.4,6.0,E,2,1,Gaia,2M,Simbad,316.73027,38.74206,Karmn_J21069+387|ASCC__531491|2MASS_J21065473+3844265|USNO-B1.0_1287-00443364|*__61_Cyg_B|8pc_285.42B|AC2000_1382649|ADS_14636_B|AG+38_2136|BD+38__4344|CCDM_J21069+3844B|Ci_20_1260|GCRV_13273|GEN#_+1.00201092|GJ___820_B|GSC_03168-02798|HD_201092|HIC_104217|HIP_104217|HR__8086|JP11__3313|LFT_1605|LHS____63|LTT_16180|NLTT_50560|NSV_13546|PPM__86049|ROT__3078|SKY#_40146|TYC_3168-2798-1|UBV_M__25458|UBV___18286|USNO_901|Zkh_316|[B10]__5434|[GKL99]_399|[RHG95]__3301|uvby98_100201092|LSPM_J2106+3844S|WDS_J21069+3845B|WEB_18981|Gaia_DR2_1872046574983497216,Gaia_DR2_1872046574983497216
HD_206860,5860,83,1.019,0.029,4.43,0.05,-0.16,0.1,1.0,0.08,9.64,0.37,54.4,6.0,E,2,0,Gaia,2M,Simbad,326.13054,14.77194,PLX_5246.1|LSPM_J2144+1446|TYC_1133-1258-1|ASCC__993573|2MASS_J21443131+1446190|USNO-B1.0_1047-00622527|2E__4518|AG+14_2440|BD+14__4668|FK5_3737|GC_30443|GCRV_13661|GEN#_+1.00206860|GJ___836.7|GJ__9751|HD_206860|HIC_107350|HIP_107350|HR__8314|LTT_16357|NLTT_51984|PPM_140575|RGB_J2144+147|ROT__3163|SAO_107364|SKY#_41452|SPOCS__942|TD1_28412|UBV_M__25912|V*_HN_Peg|YZ__14__8653|[GKL99]_410|Gaia_DR2_1772187382746856320|PLX_5246.10|1RXS_J214431.7+144612|2E_2142.1+1432|2EUVE_J2144+14.7|EUVE_J2144+14.7|RX_J2144.4+1445|GSC_01133-01258|UCAC3_210-312741|AKARI-IRC-V1_J2144314+144617|IRAS_21421+1432|**_LUH____4A|WDS_J21445+1446A|1AXG_J214432+1446|RX_J2144.5+1446|[BSF97]_J214431.20+144644.2|WISEA_J214431.49+144617.8|uvby98_100206860|WEB_19385,Gaia_DR2_1772187382746856320
